project_short_title,milestone_title,task_title,task_description,task_type
Smart Building,Gebäudesystem-Audit,Gebäudehülleninspektion,Bewertung von Isolierungs- und Luftinfiltrationsthemen,Task
Smart Building,Gebäudesystem-Audit,System-Auditbericht,Dokumentation des aktuellen Zustands und Verbesserungsmöglichkeiten,Documentation
Smart Building,IoT-Sensor-Deployment,Sensorspezifikation & Beschaffung,Auswahl und Beschaffung von Temperatur-, Belegungs- und Luftqualitätssensoren,Task
Smart Building,IoT-Sensor-Deployment,Drahtlosnetzwerk-Installation,Bereitstellung von LoRaWAN- oder BACnet/IP-Sensornetzwerk,Task
Smart Building,IoT-Sensor-Deployment,Sensormontage & Inbetriebnahme,Installation von Sensoren an strategischen Standorten im gesamten Gebäude,Task
Smart Building,IoT-Sensor-Deployment,Kalibrierung & Basistests,Kalibrierung von Sensoren und Festlegung von Basismessungen,Task
Smart Building,HVAC-Automatisierung,Upgrade des Gebäudemanagementsystems,Installation moderner BMS-Controller und DDC-Panels,Task
Smart Building,HVAC-Automatisierung,Variable Luftvolumensteuerung,Implementierung der VAV-Box-Automatisierung für Zonensteuerung,Task
Smart Building,HVAC-Automatisierung,Bedarfsgesteuerte Lüftung,Programmierung CO2-basierter Lüftungsoptimierung,Feature
Smart Building,HVAC-Automatisierung,Economizer-Integration,Konfiguration von Außenluft-Economizer-Automatisierungssequenzen,Task
Smart Building,Lichtsteuerungssystem,Installation von Anwesenheitssensoren,Installation von PIR-Anwesenheitssensoren in allen Zonen,Task
Smart Building,Lichtsteuerungssystem,Tageslichtnutzungssteuerung,Implementierung photoelektrischer Dimmung in Fensternähe,Feature
Smart Building,Lichtsteuerungssystem,Beleuchtungsszenenprogrammierung,Programmierung von Beleuchtungsszenen für verschiedene Anwendungsfälle,Task
Smart Building,Lichtsteuerungssystem,LED-Retrofit-Koordination,Koordination des LED-Lampenaustauschs mit Steuerungen,Task
Smart Building,Energiemanagement-Plattform,Datenaggregationsschicht,Integration aller Gebäudesysteme in eine einheitliche Plattform,Task
Smart Building,Energiemanagement-Plattform,Entwicklung von Analyse-Dashboards,Aufbau von Echtzeit-Energieüberwachungs-Dashboards,Feature
Smart Building,Energiemanagement-Plattform,Anomalie-Erkennungsregeln,Konfiguration automatisierter Fehlererkennungsalgorithmen,Task
Smart Building,Energiemanagement-Plattform,Berichts- & Compliance-Modul,Einrichtung von Versorgungsberichten und LEED-Compliance-Tracking,Documentation
Smart Building,Sicherheit & Zugangskontrolle,Kartenleser-Austausch,Austausch alter Lesegeräte durch mobilfähigen Zugang,Task
Smart Building,Sicherheit & Zugangskontrolle,Besucherverwaltungssystem,Implementierung eines digitalen Besucher-Check-in-Kiosksystems,Feature
Smart Building,Sicherheit & Zugangskontrolle,Videoüberwachungsintegration,Integration von IP-Kameras mit Zugangskontrollereignissen,Task
Smart Building,Sicherheit & Zugangskontrolle,Einbruchserkennungsprogrammierung,Konfiguration von Einbruchserkennungszonen außerhalb der Geschäftszeiten,Task
Smart Building,Integration & Testing,Systemintegrationstests,Test der Intersystem-Kommunikation und Datenflüsse,Task
Smart Building,Integration & Testing,Verifizierung der Steuersequenzen,Verifizierung der korrekten Funktion automatisierter Steuersequenzen,Task
Smart Building,Integration & Testing,Leistungs-Benchmarking,Messung der Energieeinsparungen gegenüber Basisverbrauch,Task
Smart Building,Integration & Testing,Behebung von Steuerlogikfehlern,Behebung von Steuersequenzfehlern, die beim Testen identifiziert wurden,Bug
Smart Building,Mieter-Schulung & Übergabe,Schulung der Gebäudebetreiber,Schulung des Facility-Teams im Betrieb neuer Systeme,Task
Smart Building,Mieter-Schulung & Übergabe,Entwicklung von Mieter-Benutzerleitfäden,Erstellung von Benutzerleitfäden für Mieter-Komfortsteuerungen,Documentation
Smart Building,Mieter-Schulung & Übergabe,Helpdesk-Einrichtung,Einrichtung von Supportverfahren für Systemprobleme,Task
Smart Building,Mieter-Schulung & Übergabe,As-Built-Dokumentationspaket,Zusammenstellung endgültiger Bestandszeichnungen und O&M-Handbücher,Documentation
Bridge Infra,Standortvermessung & geotechnische Studie,Bathymetrische Vermessung,Durchführung einer Unterwasser-Topographievermessung des Flussbetts,Task
Bridge Infra,Standortvermessung & geotechnische Studie,Marine geotechnische Bohrungen,Durchführung von Bohrungen von maritimer Plattform aus,Task
Bridge Infra,Standortvermessung & geotechnische Studie,Seismische Gefährdungsbewertung,Analyse seismischer Designparameter für Brückenstandort,Task
Bridge Infra,Standortvermessung & geotechnische Studie,Geotechnischer Untersuchungsbericht,Erstellung von Fundamentdesign-Empfehlungen,Documentation
Bridge Infra,Fundamentdesign,Lastanalyse & Modellierung,Entwicklung eines Strukturanalysemodells für Eigen- und Verkehrslasten,Task
Bridge Infra,Fundamentdesign,Tiefgründungsdimensionierung,Design von Bohrschacht- oder Pfahlfundamentabmessungen,Task
Bridge Infra,Fundamentdesign,Kolkschutz-Design,Design von Steinschüttung oder Senkkastenschutzmaßnahmen,Task
Bridge Infra,Fundamentdesign,Fundamentdesignzeichnungen,Erstellung detaillierter Fundamentbauzeichnungen,Documentation
Bridge Infra,Pfeilerbau,Fangedamm-Installation,Installation temporärer Fangedämme für trockenen Pfeilerbau,Task
Bridge Infra,Pfeilerbau,Bewehrungskorb-Montage,Fertigung und Installation von Bewehrungskörben für Pfeiler,Task
Bridge Infra,Pfeilerbau,Betoneinbringung,Einbringen hochfesten Betons für Pfeilerbau,Task
Bridge Infra,Pfeilerbau,Pfeilerform-Entfernung & Oberflächenbearbeitung,Abstreifen der Schalung und Anbringen architektonischer Oberfläche,Task
Bridge Infra,Kabelfertigung,Hochfeste Drahtproduktion,Herstellung verzinkten hochfesten Stahldrahts,Task
Bridge Infra,Kabelfertigung,Litzenpressen & Ummantelung,Pressen von Litzen und Anbringen von Korrosionsschutz,Task
Bridge Infra,Kabelfertigung,Werksakzeptanzprüfung,Durchführung von Zugfestigkeits- und Ermüdungstests,Task
Bridge Infra,Kabelfertigung,Kabellieferlogistik,Koordination des Transports von Kabelrollen zur Baustelle,Task
Bridge Infra,Turmerrichtung,Turmfundamentbau,Bau von Verankerungs- und Turmsockelfundamenten,Task
Bridge Infra,Turmerrichtung,Pylon-Kletterschalung,Installation von Kletterformarbeitsystemen für Turmbau,Task
Bridge Infra,Turmerrichtung,Sattelinstallation,Installation von Kabelsätteln an Turmspitzen,Task
Bridge Infra,Turmerrichtung,Turmvertikalitätsverifizierung,Vermessung und Verifizierung der Turmlotrechtheit innerhalb Toleranz,Task
Bridge Infra,Deckeninstallation,Fertigteil-Segmentfertigung,Gießen von Betondeckensegmenten im Betonwerk,Task
Bridge Infra,Deckeninstallation,Freivorbaumethode,Installation von Deckensegmenten mittels Freivorbautechnik,Task
Bridge Infra,Deckeninstallation,Nachspannvorgänge,Spannen longitudinaler Spannglieder für Deckenkontinuität,Task
Bridge Infra,Deckeninstallation,Deckenbelag & Abdichtung,Aufbringen von Verschleißschicht und Membranbabdichtung,Task
Bridge Infra,Belastungstest,Statischer Belastungstest-Aufbau,Positionierung von Lastwagen für maximale Spannungskonfiguration,Task
Bridge Infra,Belastungstest,Durchbiegungsüberwachung,Messung von Deckendurchbiegungen unter Lastbedingungen,Task
Bridge Infra,Belastungstest,Dynamischer Belastungstest,Durchführung dynamischer Reaktionsprüfungen bei Fahrzeugpassage,Task
Bridge Infra,Belastungstest,Belastungstest-Zertifizierung,Dokumentation der Einhaltung von Designlastanforderungen,Documentation
Bridge Infra,Eröffnungszeremonie,Endabnahme & Abnahme,Abschluss behördlicher Inspektion und Erlangung des Zertifikats,Task
Bridge Infra,Eröffnungszeremonie,Verkehrsmanagementplanung,Entwicklung von Verkehrsübergangs- und Umleitungsaufhebungsplan,Task
Bridge Infra,Eröffnungszeremonie,Einweihungszeremonie-Koordination,Koordination der Eröffnungszeremonie und Medienberichterstattung,Task
Bridge Infra,Eröffnungszeremonie,Übergabe an Betriebsteam,Übertragung der Brückenwartungsverantwortung an Eigentümer,Documentation
Airport Expand,Masterplanung & Design,Luftverkehrsnachfrageprognose,Projektion von Passagier- und Flugzeugbewegungswachstum,Task
Airport Expand,Masterplanung & Design,Terminal-Kapazitätsanalyse,Bewertung des Bedarfs an Spitzenstunden-Passagierabfertigung,Task
Airport Expand,Masterplanung & Design,Airside-Layout-Optimierung,Design von Rollweg- und Vorfeldkonfiguration,Task
Airport Expand,Masterplanung & Design,Masterplan-Dokumentation,Erstellung umfassender Flughafenentwicklungspläne,Documentation
Airport Expand,Startbahnverlängerung,Startbahnsicherheitsbereich-Erweiterung,Räumung und Planierung von Startbahnsicherheitsbereich-Erweiterungen,Task
Airport Expand,Startbahnverlängerung,Flächendesign & Bau,Bau von Stahlbeton-Startbahnbelag,Task
Airport Expand,Startbahnverlängerung,Präzisionsanflugbeleuchtung,Installation von Kategorie II/III Präzisionsanflugbeleuchtungssystem,Task
Airport Expand,Startbahnverlängerung,Startbahnmarkierung & Beschilderung,Aufbringen ICAO-konformer Markierungen und Installation von Leitbeschilderung,Task
Airport Expand,Terminalgebäudestruktur,Stahlrahmenerrichtung,Errichten des Strukturstahlrahmens für Terminalgebäude,Task
Airport Expand,Terminalgebäudestruktur,Vorhangfassadeninstallation,Installation von Glasvorhangfassadensystem,Task
Airport Expand,Terminalgebäudestruktur,Dachmembran & Abdichtung,Installation von TPO-Dachmembran und Dichtungsdetails,Task
Airport Expand,Terminalgebäudestruktur,Feuerschutzaufbringung,Aufbringen von gesprühtem Feuerschutz auf Konstruktionsstahl,Task
Airport Expand,Concourse-Bau,Fluggastbrücken,Installation von Ladebrücken an Flugzeugtoren,Feature
Airport Expand,Concourse-Bau,Gate-Warteraum-Ausbau,Fertigstellung von Innenausbau und Bestuhlung in Gatebereichen,Task
Airport Expand,Concourse-Bau,Concourse-Versorgungsinstallation,Verlegung mechanischer, elektrischer und sanitärer Systeme,Task
Airport Expand,Concourse-Bau,Wegweisungs-Beschilderungsprogramm,Design und Installation von Richtungsbeschilderungssystem,Task
Airport Expand,Gepäckabfertigungssystem,Förderanlageninstallation,Installation von Hochgeschwindigkeits-Kippschalenförderern,Task
Airport Expand,Gepäckabfertigungssystem,Frühgepäck-Lagersystem,Implementierung automatisierten Frühgepäck-Lagerkarussells,Feature
Airport Expand,Gepäckabfertigungssystem,RFID-Gepäckverfolgung,Bereitstellung von IATA Resolution 753 Gepäckverfolgungssystem,Feature
Airport Expand,Gepäckabfertigungssystem,Sortierlogik-Programmierung,Programmierung von PLC-Steuerungen für Gepäckroutinglogik,Task
Airport Expand,Einwanderung & Sicherheit,E-Gate-Installation,Installation automatisierter Passkontroll-E-Gates,Feature
Airport Expand,Einwanderung & Sicherheit,Sicherheitskontrollpunkt-Design,Layout optimaler Konfiguration für Screening-Spuren,Task
Airport Expand,Einwanderung & Sicherheit,CT-Gepäckscanner-Bereitstellung,Installation von Computertomographie-Kontrollpunktscannern,Task
Airport Expand,Einwanderung & Sicherheit,CBP-Vorabfertigungseinrichtung,Bau von US-Zollvorabfertigungseinrichtung,Task
Airport Expand,Einzelhandels- & F&B-Ausbau,Einzelhandelseinheiten-Mieterkoordination,Koordination von Mieterdesign und Bauzeitplänen,Task
Airport Expand,Einzelhandels- & F&B-Ausbau,Großkücheninstallation,Installation gewerblicher Küchenausstattung für Restaurants,Task
Airport Expand,Einzelhandels- & F&B-Ausbau,Duty-Free-Shop-Ausbau,Fertigstellung von Luxus-Einzelhandel-Duty-Free-Shop-Oberflächen,Task
Airport Expand,Einzelhandels- & F&B-Ausbau,Point-of-Sale-Systemintegration,Integration von Einzelhandels-POS mit Flughafen-Umsatzsystemen,Task
Airport Expand,Flughafensystemintegration,FIDS-Anzeigeretzwerk,Installation von Fluginformations-Anzeigesystem-Bildschirmen,Task
Airport Expand,Flughafensystemintegration,Common Use Terminal Equipment,Bereitstellung von CUTE/CUPPS-Airline-Check-in-Systemen,Feature
Airport Expand,Flughafensystemintegration,Gebäudemanagementsystem,Integration von HVAC, Beleuchtung und Sicherheit in BMS,Task
Airport Expand,Flughafensystemintegration,Airport Operational Database,Konfiguration von AODB für Flug- und Ressourcenmanagement,Task
Airport Expand,Betriebsbereitschaft,Betriebsbereitschaftstests,Durchführung von Passagierfluss-Simulationsübungen in voller Größe,Task
Airport Expand,Betriebsbereitschaft,Mitarbeiterschulungsprogramme,Schulung von Flughafen- und Airline-Personal auf neue Einrichtungen,Task
Airport Expand,Betriebsbereitschaft,Notevakuierungsübung,Durchführung vollständiger Terminalevakuierungsübung,Task
Airport Expand,Betriebsbereitschaft,Flughafen-Eröffnungszertifikat,Erlangung des Flugplatz-Betriebszertifikats von CAA,Documentation
Metro System,Streckenplanung & Genehmigung,Fahrgastaufkommensstudie & Modellierung,Entwicklung von Metro-Fahrgastaufkommensprognosen,Task
Metro System,Streckenplanung & Genehmigung,Bahnhofsstandortanalyse,Optimierung von Bahnhofsstandorten für Einzugsgebiete,Task
Metro System,Streckenplanung & Genehmigung,Transit-orientierter Entwicklungsplan,Koordination der Flächennutzungsplanung mit Metro-Ausrichtung,Task
Metro System,Streckenplanung & Genehmigung,Umweltfreigabe,Erlangung der Umweltgenehmigung für Metro-Korridor,Documentation
Metro System,Tunnelbohrmaschinen-Setup,TBM-Spezifikation & Beschaffung,Beschaffung einer Erddruckausgleichs-Tunnelbohrmaschine,Task
Metro System,Tunnelbohrmaschinen-Setup,Startschachtbau,Bau von TBM-Start- und Abrufschächten,Task
Metro System,Tunnelbohrmaschinen-Setup,TBM-Montage & Testen,Montage und Funktionstesten der TBM unterirdisch,Task
Metro System,Tunnelbohrmaschinen-Setup,Bodenbehandlungsarbeiten,Durchführung von Bodenverbesserung und Verpressung falls erforderlich,Task
Metro System,Tunnelausgrabung,TBM-Bohrbetrieb,Betrieb der TBM für Tunnelvortrieb mit Segmentinstallation,Task
Metro System,Tunnelausgrabung,Fertigteil-Segmenterrichtung,Installation von Stahlbeton-Tunnelauskleidungssegmenten,Task
Metro System,Tunnelausgrabung,Bodensetzungsüberwachung,Überwachung der Oberflächensetzung während Tunnelbauarbeiten,Task
Metro System,Tunnelausgrabung,Verpressung & Abdichtung,Einspritzen von Kontaktverpressung hinter Segmenten zur Abdichtung,Task
Metro System,Bahnhofsbau,Bahnhofskasten-Ausgrabung,Durchführung von Top-down- oder Cut-and-cover-Bahnhofsausgrabung,Task
Metro System,Bahnhofsbau,Bahnsteigkantentüren,Installation automatischer Bahnsteigkantentürsysteme,Feature
Metro System,Bahnhofsbau,Bahnhofsarchitektonische Oberflächen,Aufbringen von Fliesen-, Stein- und Wandoberflächen auf Bahnhofsinterieur,Task
Metro System,Bahnhofsbau,Rolltreppe & Aufzuginstallation,Installation vertikaler Zirkulationsanlagen zu Bahnsteigen,Task
Metro System,Gleisinstallation,Gleisbettvorbereitung,Vorbereitung von Betongleisbett oder Installation direkter Fixierungsbefestigungen,Task
Metro System,Gleisinstallation,Schieneverlegung & Schweißung,Installation durchgehend geschweißter Schienenstrecke,Task
Metro System,Gleisinstallation,Stromschienen-Installation,Installation eines 750V DC Stromschienenversorgungssystems,Task
Metro System,Gleisinstallation,Gleisgeometriemessung,Vermessung und Verifizierung von Gleisausrichtung und Profil,Task
Metro System,Strom- & Signalsysteme,Traktionsstrom-Unterstationen,Bau und Inbetriebnahme von Gleichrichter-Unterstationen,Task
Metro System,Strom- & Signalsysteme,SCADA-Systemintegration,Implementierung von Überwachungs- und Datenerfassungssystem,Task
Metro System,Strom- & Signalsysteme,Communications-Based Train Control,Installation von CBTC automatischem Zugschutzsystem,Feature
Metro System,Strom- & Signalsysteme,Telekommunikations-Backbone,Bereitstellung von Glasfaser- und Funkkommunikationsnetzwerken,Task
Metro System,Rollmaterial-Beschaffung,Zugspezifikationsentwicklung,Definition technischer Spezifikationen und Anforderungen für Metrowagen,Documentation
Metro System,Rollmaterial-Beschaffung,Herstellerauswahl & Vertrag,Vergabe von Rollmateriallieferungs- und Wartungsvertrag,Task
Metro System,Rollmaterial-Beschaffung,Werksakzeptanzprüfung,Beobachtung von Zugtests in Herstelleranlage,Task
Metro System,Rollmaterial-Beschaffung,Zuglieferung & Inbetriebnahme,Empfang und Inbetriebnahme von Zügen im Depot,Task
Metro System,Probebetrieb,Integrierte Systemtests,Test aller Systeme unter simulierten Betriebsbedingungen,Task
Metro System,Probebetrieb,Fahrerschulungsprogramm,Schulung von Metro-Betreibern auf neuem Rollmaterial und Strecke,Task
Metro System,Probebetrieb,Probefahrtzeitraum,Betrieb von Probedienst zur Zuverlässigkeitsdemonstration,Task
Metro System,Probebetrieb,Sicherheitszertifizierung,Erlangung unabhängiger Sicherheitsbewertung und Zertifizierung,Documentation
BIM Platform,BIM-Standards-Definition,Definition von Informationsanforderungen,Definition der Informationsanforderungen des Arbeitgebers (EIR),Documentation
BIM Platform,BIM-Standards-Definition,BIM-Ausführungsplan-Vorlage,Entwicklung standardisierter BEP-Vorlage für Projekte,Documentation
BIM Platform,BIM-Standards-Definition,Level-of-Detail-Spezifikation,Definition von LOD 100-500 Anforderungen für Modellelemente,Documentation
BIM Platform,BIM-Standards-Definition,Common Data Environment Setup,Festlegung von CDE-Protokollen und Ordnerstrukturstandards,Task
BIM Platform,3D-Modellierungstools-Integration,Revit & Navisworks Integration,Konfiguration von Autodesk-Plattform-Integrationsworkflows,Task
BIM Platform,3D-Modellierungstools-Integration,Civil 3D Connector Setup,Integration von Tiefbau-Designsoftware,Task
BIM Platform,3D-Modellierungstools-Integration,IFC-Import/Export-Validierung,Test von Industry Foundation Classes Datenaustausch,Task
BIM Platform,3D-Modellierungstools-Integration,Parametrische Familienbibliothek,Entwicklung standardisierter BIM-Komponentenbibliothek,Task
BIM Platform,Cloud-Infrastruktur-Setup,Cloud-Architekturdesign,Design skalierbarer Mehrmandanten-Cloud-Infrastruktur,Task
BIM Platform,Cloud-Infrastruktur-Setup,Datenbank- & Speicher-Bereitstellung,Einrichtung von PostgreSQL-Datenbank und Objektspeicher,Task
BIM Platform,Cloud-Infrastruktur-Setup,Sicherheit & Zugriffskontrollen,Implementierung rollenbasierter Zugriffskontrolle und Verschlüsselung,Task
BIM Platform,Cloud-Infrastruktur-Setup,Backup & Disaster Recovery,Konfiguration automatisierter Backup- und Wiederherstellungsverfahren,Task
BIM Platform,Kollaborationsportal,Modell-Viewer-Webanwendung,Entwicklung WebGL-basierter 3D-Modell-Viewer,Feature
BIM Platform,Kollaborationsportal,Problem-Tracking & BCF-Integration,Implementierung von BIM Collaboration Format Problem-Management,Feature
BIM Platform,Kollaborationsportal,Versionskontrollsystem,Aufbau von Modellversionierung und Änderungsverfolgung,Task
BIM Platform,Kollaborationsportal,Mobile App für Baustellenzugriff,Entwicklung von iOS/Android-App für Feldmodellzugriff,Feature
BIM Platform,Clash-Detection-System,Automatisierte Clash-Rules-Engine,Konfiguration geometrischer und Workflow-Clash-Erkennungsregeln,Task
BIM Platform,Clash-Detection-System,Multi-Disziplin-Koordination,Einrichtung von MEP-Struktur-Architektur-Clash-Workflows,Task
BIM Platform,Clash-Detection-System,Clash-Report-Generierung,Automatisierung der Clash-Report-Generierung und -Verteilung,Task
BIM Platform,Clash-Detection-System,Behebung kritischer Strukturclashes,Behebung hochpriorisierer struktureller Konflikte im Modell,Bug
BIM Platform,Kostenschätzungsmodul,5D BIM Mengenermittlung,Verknüpfung von Modellelementen mit Kostendatenbank für automatisierte QTO,Feature
BIM Platform,Kostenschätzungsmodul,Kostendatenbankintegration,Integration von RS Means oder regionalen Kostendatenbanken,Task
BIM Platform,Kostenschätzungsmodul,Analyse von Änderungsauswirkungen,Verfolgung von Kostenauswirkungen von Designänderungen,Feature
BIM Platform,Kostenschätzungsmodul,Value-Engineering-Dashboard,Aufbau von Kostenoptimierungs-Analysetools,Task
BIM Platform,4D-Zeitplanintegration,Zeitplan-zu-Modell-Verknüpfung,Verknüpfung von Primavera/MSP-Zeitplan mit BIM-Modellelementen,Task
BIM Platform,4D-Zeitplanintegration,Bausequenz-Animation,Generierung von 4D-Bausequenz-Visualisierungen,Feature
BIM Platform,4D-Zeitplanintegration,Baustellenlogistikplanung,Modellierung temporärer Einrichtungen und Lagerbereiche,Task
BIM Platform,4D-Zeitplanintegration,Zeitplangesteuerte Ressourcenanalyse,Analyse von Ausrüstungs- und Arbeitskräfteanforderungen im Zeitverlauf,Task
BIM Platform,Schulung & Adoption,BIM-Koordinator-Zertifizierung,Durchführung von BIM-Koordinator-Schulung und Zertifizierungsprogramm,Task
BIM Platform,Schulung & Adoption,Projektteam-Onboarding,Durchführung projektspezifischer BIM-Onboarding-Sitzungen,Task
BIM Platform,Schulung & Adoption,Benutzerdokumentationsportal,Erstellung umfassender Benutzerleitfäden und Video-Tutorials,Documentation
BIM Platform,Schulung & Adoption,Helpdesk & Support-Einrichtung,Einrichtung von BIM-Support-Ticketing und Eskalationsprozess,Task
Tunnel Project,Geologische Untersuchung,Desktop-Geologiestudie,Überprüfung vorhandener geologischer Karten und historischer Daten,Task
Tunnel Project,Geologische Untersuchung,Geophysikalische Untersuchungsmethoden,Durchführung seismischer Refraktions- und Widerstandsuntersuchungen,Task
Tunnel Project,Geologische Untersuchung,Explorationsbohrprogramm,Durchführung von Untersuchungsbohrungen entlang Tunnelausrichtung,Task
Tunnel Project,Geologische Untersuchung,Gebirgsmassen-Klassifizierung,Klassifizierung von Gestein mittels Q-System und RMR-Methodik,Task
Tunnel Project,TBM-Beschaffung & Setup,TBM-Technische Spezifikation,Definition von TBM-Spezifikationen basierend auf Bodenbedingungen,Documentation
Tunnel Project,TBM-Beschaffung & Setup,Herstellerauswahl,Bewertung und Auswahl von TBM-Hersteller durch Ausschreibung,Task
Tunnel Project,TBM-Beschaffung & Setup,Werksakzeptanzprüfung,Beobachtung von TBM-Montage und -Tests im Werk,Task
Tunnel Project,TBM-Beschaffung & Setup,Standortmontage & Inbetriebnahme,Montage von TBM-Komponenten in Startkammer,Task
