project_short_title,milestone_title,task_title,task_description,task_type
Podcast Network,Marketing Launch,PR & Medien-Kontaktaufnahme,Medien-Kontaktaufnahme durchführen,Task
Podcast Network,Marketing Launch,Launch-Event Planung,Netzwerk-Launch-Event planen,Task
Fiber Rollout,Network Planning & Design,Service-Bereich Kartierung,Glasfaser-Service-Bereiche kartieren,Task
Fiber Rollout,Network Planning & Design,Nachfrage-Analyse,Abonnenten-Nachfrage analysieren,Task
Fiber Rollout,Network Planning & Design,Netzwerk-Topologie Design,Glasfaser-Netzwerk-Topologie entwerfen,Task
Fiber Rollout,Network Planning & Design,Kostenschätzung,Rollout-Kosten schätzen,Task
Fiber Rollout,Permits & Rights of Way,Genehmigungsantrag Vorbereitung,Genehmigungsanträge vorbereiten,Task
Fiber Rollout,Permits & Rights of Way,Kommunale Genehmigungsprozess,Kommunale Genehmigungen einholen,Task
Fiber Rollout,Permits & Rights of Way,Wegerecht-Verhandlungen,Grundstücks-Wegerechte verhandeln,Task
Fiber Rollout,Permits & Rights of Way,Regulierungs-Konformität,Regulierungskonformität sicherstellen,Task
Fiber Rollout,Fiber Cable Procurement,Kabel-Spezifikationen,Glasfaser-Kabelspezifikationen definieren,Task
Fiber Rollout,Fiber Cable Procurement,Lieferanten-Auswahl,Kabellieferanten auswählen,Task
Fiber Rollout,Fiber Cable Procurement,Qualitäts-Tests,Kabelqualität testen,Task
Fiber Rollout,Fiber Cable Procurement,Logistik-Planung,Kabellieferlogistik planen,Task
Fiber Rollout,Trenching & Installation,Grabungs-Auftragnehmer Auswahl,Grabungs-Auftragnehmer auswählen,Task
Fiber Rollout,Trenching & Installation,Unterirdische Versorgung Markierung,Unterirdische Versorgungsleitungen markieren,Task
Fiber Rollout,Trenching & Installation,Glasfaser-Kabel Installation,Glasfaserkabel installieren,Task
Fiber Rollout,Trenching & Installation,Wiederherstellungsarbeiten,Standort-Wiederherstellung abschließen,Task
Fiber Rollout,Splice & Testing,Glasfaser-Spleiß Operationen,Glasfaserverbindungen spleißen,Task
Fiber Rollout,Splice & Testing,OTDR-Tests,OTDR-Tests durchführen,Task
Fiber Rollout,Splice & Testing,Signalverlust-Messung,Signalverlust messen,Task
Fiber Rollout,Splice & Testing,Dokumentations-Aktualisierung,As-built-Dokumentation aktualisieren,Documentation
Fiber Rollout,Customer Premises Equipment,ONT-Beschaffung,Optische Netzwerk-Terminals beschaffen,Task
Fiber Rollout,Customer Premises Equipment,Installationsverfahren,CPE-Installationsverfahren entwickeln,Task
Fiber Rollout,Customer Premises Equipment,Techniker-Schulung,Installations-Techniker schulen,Task
Fiber Rollout,Customer Premises Equipment,Qualitätssicherung,Installations-QS implementieren,Task
Fiber Rollout,Service Activation,Bereitstellungssystem Einrichtung,Service-Bereitstellung einrichten,Task
Fiber Rollout,Service Activation,Abrechnungssystem Integration,Mit Abrechnungssystem integrieren,Task
Fiber Rollout,Service Activation,Service-Tests,Service-Aktivierung testen,Task
Fiber Rollout,Service Activation,Kundenservice-Schulung,Kundenservice-Mitarbeiter schulen,Task
Fiber Rollout,Customer Migration,Migrations-Planung,Kundenmigration planen,Task
Fiber Rollout,Customer Migration,Kundenkommunikation,Mit bestehenden Kunden kommunizieren,Task
Fiber Rollout,Customer Migration,Service-Übergang,Service-Übergänge durchführen,Task
Fiber Rollout,Customer Migration,Legacy-System Stilllegung,Legacy-Systeme außer Betrieb nehmen,Task
Gaming Cloud,Cloud Infrastructure Setup,Cloud-Plattform Auswahl,Cloud-Plattform-Anbieter auswählen,Task
Gaming Cloud,Cloud Infrastructure Setup,Rechenressourcen Bereitstellung,Rechenressourcen bereitstellen,Task
Gaming Cloud,Cloud Infrastructure Setup,Netzwerk-Konfiguration,Cloud-Netzwerk konfigurieren,Task
Gaming Cloud,Cloud Infrastructure Setup,Sicherheits-Härtung,Sicherheitsmaßnahmen implementieren,Task
Gaming Cloud,Game Streaming Engine,Video-Encoding Optimierung,Video-Encoding für Gaming optimieren,Task
Gaming Cloud,Game Streaming Engine,Input-Erfassungssystem,Input-Erfassungssystem aufbauen,Feature
Gaming Cloud,Game Streaming Engine,Frame-Synchronisierung,Frame-Synchronisierung implementieren,Feature
Gaming Cloud,Game Streaming Engine,Codec-Auswahl,Optimale Video-Codecs auswählen,Task
Gaming Cloud,Input Latency Optimization,Netzwerkpfad-Optimierung,Netzwerkpfade optimieren,Task
Gaming Cloud,Input Latency Optimization,Prädiktive Input-Handhabung,Prädiktive Eingabe implementieren,Feature
Gaming Cloud,Input Latency Optimization,Latenz-Messung,End-to-End-Latenz messen,Task
Gaming Cloud,Input Latency Optimization,Edge-Computing Integration,Edge-Computing integrieren,Task
Gaming Cloud,Game Library Integration,Publisher-Partnerschaften,Spielepublisher-Partnerschaften etablieren,Task
Gaming Cloud,Game Library Integration,Spiele-Portierungsprozess,Spiele auf Cloud-Plattform portieren,Task
Gaming Cloud,Game Library Integration,DRM-Integration,Digital Rights Management integrieren,Task
Gaming Cloud,Game Library Integration,Spiele-Katalog Verwaltung,Spielekatalog-System aufbauen,Feature
Gaming Cloud,Social Features,Freunde-System Entwicklung,Freunde-System aufbauen,Feature
Gaming Cloud,Social Features,In-Game-Chat,In-Game-Chat implementieren,Feature
Gaming Cloud,Social Features,Achievement-System,Achievement-System erstellen,Feature
Gaming Cloud,Social Features,Bestenlisten Implementierung,Globale Bestenlisten aufbauen,Feature
Gaming Cloud,Cross-Platform Support,Plattform-Kompatibilität Tests,Cross-Plattform-Kompatibilität testen,Task
Gaming Cloud,Cross-Platform Support,Controller-Unterstützung,Controller-Unterstützung implementieren,Feature
Gaming Cloud,Cross-Platform Support,Mobile-Optimierung,Für mobile Geräte optimieren,Task
Gaming Cloud,Cross-Platform Support,Spielstand-Synchronisierung,Spielstand-Synchronisierung implementieren,Feature
Gaming Cloud,Beta Testing Program,Beta-Tester Rekrutierung,Beta-Tester rekrutieren,Task
Gaming Cloud,Beta Testing Program,Feedback-System,Feedback-Erfassungssystem aufbauen,Feature
Gaming Cloud,Beta Testing Program,Leistungsüberwachung,Beta-Leistung überwachen,Task
Gaming Cloud,Beta Testing Program,Problem-Behebung,Beta-Probleme beheben,Bug
Gaming Cloud,Commercial Launch,Infrastruktur-Skalierung,Für kommerziellen Launch skalieren,Task
Gaming Cloud,Commercial Launch,Abonnement-Stufen,Abonnement-Stufen konfigurieren,Task
Gaming Cloud,Commercial Launch,Zahlungs-Integration,Zahlungssysteme integrieren,Task
Gaming Cloud,Commercial Launch,Marketing-Kampagne,Launch-Marketing durchführen,Task
